0.01043+0.092568i,0.056947+0.07372i,0.086933+0.033471i,0.091682-0.016494i,0.069816-0.061671i,0.027682-0.088945i,-0.022487-0.090399i,-0.066128-0.06561i,-0.10201-0.044068i,-0.11007+0.015261i,-0.086178+0.07016i,-0.037265+0.10469i,0.022465+0.10883i,0.075674+0.081378i,0.10692+0.030301i,0.10712-0.029572i,0.098719-0.081048i,0.042336-0.12051i,-0.026337-0.12498i,-0.087364-0.093176i,-0.12303-0.034321i,-0.12298+0.034497i,-0.08723+0.093301i,-0.026157+0.12502i,0.036015+0.13576i,0.10123+0.097368i,0.13706+0.03071i,0.1331-0.044863i,0.090501-0.10741i,0.021632-0.13878i,-0.053517-0.12986i,-0.11313-0.083243i,-0.14485-0.019173i,-0.13378+0.05877i,-0.083865+0.11965i,-0.0096075+0.1458i,0.067439+0.12962i,0.12491+0.075816i,0.14612,0.12491-0.075816i,0.068662-0.12421i,-0.0057562-0.14181i,-0.078503-0.11824i,-0.12846-0.060346i,-0.14113+0.015068i,-0.11282+0.086108i,-0.051769+0.13215i,0.024315+0.13983i,0.080155+0.098069i,0.11941+0.042244i,0.12399-0.025844i,0.092587-0.08643i,0.034302-0.12193i,-0.033941-0.12203i,-0.092331-0.086704i,-0.12392-0.026211i,-0.09839+0.026723i,-0.070243+0.073896i,-0.021705+0.099617i,0.033134+0.09642i,0.078354+0.065232i,0.10083+0.015108i,0.094033-0.039402i,0.059939-0.082474i
0.12023-0.013023i,0.096023-0.073518i,0.043939-0.11267i,-0.0209-0.11912i,-0.079672-0.090982i,-0.11532-0.036436i,-0.11748+0.028687i,-0.085546+0.085482i,-0.074061+0.10073i,-0.011045+0.12454i,0.055177+0.11219i,0.10538+0.067277i,0.12499+0.0028326i,0.10832-0.062435i,0.060203-0.10958i,-0.0053921-0.12491i,-0.024805-0.12526i,-0.086197-0.094206i,-0.12257-0.035807i,-0.12336+0.032987i,-0.088334+0.092205i,-0.02767+0.12466i,0.041027+0.12092i,0.097814+0.082081i,0.11016+0.066862i,0.12886,0.11016-0.066862i,0.059474-0.11431i,-0.0084728-0.12858i,-0.07396-0.10552i,-0.11798-0.051829i,-0.12775+0.016909i,-0.12335+0.036035i,-0.086751+0.094809i,-0.024966+0.12606i,0.044067+0.12072i,0.10031+0.08033i,0.12743+0.016623i,0.11756-0.051909i,0.073561-0.10537i,0.055899-0.11364i,-0.011181-0.12615i,-0.075015-0.10204i,-0.11707-0.048305i,-0.12514+0.019452i,-0.096886+0.081562i,-0.040503+0.11999i,0.027638+0.12359i,0.044793+0.1149i,0.09791+0.07498i,0.1226+0.013294i,0.11171-0.052251i,0.06838-0.10263i,0.0052043-0.12321i,-0.059483-0.10803i,-0.1069-0.061484i,-0.11055-0.043024i,-0.11682+0.020579i,-0.089189+0.078209i,-0.035663+0.11313i,0.028216+0.11522i,0.083904+0.083853i,0.11523+0.028147i,0.11311-0.035731i
-0.11664-0.032153i,-0.11639+0.033034i,-0.082357+0.088632i,-0.024414+0.1185i,0.040616+0.11397i,0.093855+0.076351i,0.11985+0.01657i,0.11105-0.048022i,0.11643+0.043533i,0.12212-0.023196i,0.092355-0.083192i,0.035784-0.11904i,-0.031175-0.12033i,-0.089085-0.086685i,-0.12113-0.02788i,-0.11802+0.03902i,-0.11398-0.055268i,-0.12611+0.011896i,-0.10164+0.075606i,-0.047653+0.11737i,0.020162+0.12506i,0.082125+0.096445i,0.12025+0.039833i,0.12346-0.028342i,0.10933+0.066359i,0.12789,0.10933-0.066359i,0.059027-0.11345i,-0.008409-0.12761i,-0.073404-0.10473i,-0.11709-0.051439i,-0.12678+0.016782i,-0.10249-0.07648i,-0.1273-0.012198i,-0.11515+0.055625i,-0.069575+0.1073i,-0.0038015+0.12783i,0.063076+0.11124i,0.11164+0.062369i,0.1278-0.0046115i,0.093975+0.084989i,0.12443+0.023892i,0.11877-0.044141i,0.078626-0.09936i,0.015659-0.12574i,-0.051855-0.11561i,-0.10431-0.071923i,-0.12649-0.0073575i,-0.084007-0.091637i,-0.11936-0.034747i,-0.12007+0.03223i,-0.085915+0.089851i,-0.026824+0.12139i,0.040055+0.11769i,0.095305+0.079822i,0.12289+0.018784i,0.073496+0.096148i,0.11272+0.044058i,0.11922-0.020823i,0.091108-0.079659i,0.036551-0.11537i,-0.028617-0.11759i,-0.085477-0.085673i,-0.11752-0.028886i
0.025343-0.10391i,-0.032252-0.10198i,-0.080483-0.070441i,-0.10535-0.018456i,-0.099636+0.038887i,-0.064997+0.084941i,-0.011489+0.10634i,0.045354+0.096863i,-0.1212-0.017584i,-0.11273+0.047857i,-0.071538+0.099404i,-0.0095763+0.12209i,0.055165+0.10934i,0.10389+0.064847i,0.12246+0.0015276i,0.10548-0.062235i,-0.0090436+0.1333i,0.061434+0.11864i,0.11408+0.069545i,0.1336+0.00025947i,0.11435-0.069102i,0.061894-0.1184i,-0.0085258-0.13333i,-0.076471-0.10956i,0.13898,0.1188-0.072111i,0.064144-0.12329i,-0.009138-0.13868i,-0.079767-0.11381i,-0.12724-0.055898i,-0.13778+0.018236i,-0.10831+0.087077i,-0.0092554-0.13774i,-0.079382-0.11295i,-0.12646-0.055362i,-0.13683+0.018292i,-0.10748+0.086636i,-0.046927+0.12983i,0.02725+0.13533i,0.093516+0.10155i,-0.12987+0.01835i,-0.1015+0.083074i,-0.043663+0.12368i,0.02685+0.12838i,0.089568+0.095818i,0.12628+0.035436i,0.12634-0.035233i,0.089722-0.095674i,0.026797+0.11634i,0.083275+0.085553i,0.11558+0.029926i,0.11433-0.034389i,0.079892-0.08872i,0.022261-0.1173i,-0.041832-0.11182i,-0.093781-0.073886i,0.09861-0.03402i,0.066645-0.080248i,0.015333-0.10318i,-0.04043-0.096159i,-0.084456-0.061224i,-0.10397-0.0085152i,-0.093293+0.046665i,-0.055538+0.088299i
-0.043348-0.12127i,-0.099978-0.081172i,-0.12758-0.017514i,-0.11815+0.051228i,-0.074423+0.1051i,-0.0090875+0.12846i,0.058886+0.11453i,0.10976+0.067351i,0.063336+0.12174i,0.11731+0.071204i,0.13723,0.11731-0.071204i,0.063336-0.12174i,-0.009023-0.13693i,-0.078763-0.11237i,-0.12564-0.055195i,-0.069684-0.10338i,-0.11321-0.052218i,-0.12387+0.014104i,-0.098575+0.076331i,-0.044661+0.1164i,0.022218+0.12268i,0.082647+0.093343i,0.11908+0.036911i,0.055629+0.091936i,0.095258+0.049727i,0.10723-0.0069174i,0.088079-0.061554i,0.043356-0.098321i,-0.013953-0.10655i,-0.067212-0.083841i,-0.10096-0.036798i,-0.040371-0.10026i,-0.086536-0.064764i,-0.10758-0.010463i,-0.097393+0.046876i,-0.058934+0.090607i,-0.0033664+0.10803i,0.053179+0.0941i,0.094286+0.052849i,0.042294+0.11803i,0.097397+0.078952i,0.12423+0.016956i,0.11499-0.049963i,0.072378-0.10238i,0.0087512-0.12507i,-0.057416-0.11146i,-0.10691-0.065489i,-0.060713-0.12273i,-0.11558-0.073416i,-0.1369-0.002787i,-0.11848+0.068651i,-0.065657+0.12016i,0.0062204+0.13679i,0.076292+0.1137i,0.12422+0.057615i,0.071161+0.1062i,0.11594+0.05386i,0.12705-0.014114i,0.10129-0.07799i,0.04612-0.11923i,-0.022437-0.12585i,-0.084481-0.095942i,-0.122-0.038181i
-0.12077-0.030251i,-0.11893+0.036803i,-0.082575+0.093173i,-0.022245+0.12249i,0.044543+0.11626i,0.0984+0.07627i,0.12369+0.014142i,0.11308-0.052091i,0.12249+0.023098i,0.1167-0.043813i,0.077025-0.098004i,0.014993-0.12375i,-0.051391-0.11356i,-0.10286-0.070415i,-0.12446-0.0068245i,-0.10994+0.058747i,-0.12466-0.0165i,-0.11513+0.050577i,-0.072173+0.10297i,-0.008268+0.12547i,0.058037+0.11155i,0.10749+0.065246i,0.12575,0.10749-0.065246i,0.12525+0.0099352i,0.11222-0.056495i,0.066621-0.10652i,0.0016784-0.12563i,-0.063751-0.10827i,-0.11067-0.059473i,-0.12547+0.0065856i,-0.10384+0.070732i,-0.12502-0.0034238i,-0.10865+0.061942i,-0.060739+0.10933i,0.0048038+0.12497i,0.068952+0.10434i,0.11308+0.053419i,0.12439-0.013011i,0.099582-0.075664i,0.12478-0.0043153i,0.10443-0.068431i,0.053761-0.11268i,-0.01251-0.12422i,-0.075149-0.0997i,-0.11597-0.046235i,-0.12313+0.020651i,-0.094543+0.081542i,-0.12424+0.011183i,-0.1004+0.074022i,-0.047419+0.11537i,0.019327+0.12323i,0.080463+0.095316i,0.11824+0.039731i,0.12169-0.027388i,0.089819-0.086556i,0.12358-0.017425i,0.096603-0.079019i,0.04158-0.11767i,-0.025513-0.12217i,-0.0852-0.091198i,-0.12015-0.033753i,-0.12023+0.033491i,-0.085399+0.091012i
-0.043092+0.11725i,0.023999+0.12259i,0.084123+0.092341i,0.11983+0.035289i,0.12074-0.032007i,0.08661-0.090012i,0.027334-0.12189i,-0.039877-0.11838i,0.08601-0.090788i,0.026418-0.12224i,-0.040842-0.1182i,-0.096246-0.079854i,-0.12371-0.018324i,-0.11526+0.048526i,-0.073353+0.10129i,-0.01015+0.12465i,-0.11496+0.04945i,-0.072617+0.10192i,-0.0091918+0.12481i,0.056902+0.11146i,0.10648+0.065758i,0.12514+0.0009656i,0.10748-0.064107i,0.058615-0.11057i,0.12517,0.107-0.064947i,0.057771-0.11104i,-0.0082301-0.1249i,-0.071842-0.1025i,-0.1146-0.050345i,-0.12409+0.016425i,-0.097554+0.078426i,-0.11495-0.049447i,-0.12392+0.017375i,-0.096919+0.079152i,-0.041782+0.11795i,0.025485+0.12251i,0.085354+0.091505i,0.12044+0.033936i,0.12057-0.033485i,0.085988+0.090776i,0.12061+0.032983i,0.12022-0.034385i,0.084925-0.09177i,0.024981-0.12252i,-0.042215-0.11769i,-0.097156-0.078708i,-0.12389-0.016872i,-0.043063-0.11722i,-0.097634-0.077861i,-0.12386-0.0159i,-0.11413+0.050677i,-0.071272+0.10254i,-0.007721+0.12464i,0.058072+0.11055i,0.10701+0.064376i,-0.006752+0.12448i,0.058816+0.10991i,0.10731+0.063441i,0.12465-0.0014472i,0.10581-0.065916i,0.056248-0.11125i,-0.0096401-0.12429i,-0.07273-0.10124i
-0.072867+0.086687i,-0.017311+0.11191i,0.043271+0.10465i,0.091291+0.067009i,0.11281+0.0099146i,0.10158-0.050058i,0.060862-0.095499i,0.0024757-0.11322i,0.10264-0.068722i,0.052083-0.112i,-0.013593-0.12277i,-0.075322-0.097898i,-0.11519-0.044606i,-0.12161+0.021636i,-0.092734+0.081596i,-0.036936+0.11787i,-0.12446+0.037841i,-0.086764+0.09693i,-0.023876+0.12788i,0.045943+0.12171i,0.10243+0.080203i,0.12917+0.015416i,0.11842-0.053846i,0.073295-0.10748i,0.13276,0.11349-0.068884i,0.061273-0.11777i,-0.0087289-0.13247i,-0.076196-0.10871i,-0.12154-0.053396i,-0.13161+0.01742i,-0.10347+0.08318i,-0.12669-0.037889i,-0.12796+0.033348i,-0.092086+0.094904i,-0.029477+0.12891i,0.041689+0.12549i,0.10075+0.085647i,0.13057+0.020937i,0.12248-0.04985i,0.10811+0.070593i,0.12904+0.0042534i,0.11252-0.063321i,0.063332-0.11251i,-0.0042406-0.12904i,-0.070583-0.10811i,-0.11643-0.055797i,-0.12849+0.012716i,-0.079821-0.093886i,-0.11695-0.038842i,-0.12013+0.027479i,-0.088435+0.085822i,-0.031068+0.11925i,0.035318+0.11806i,0.091451+0.0826i,0.12104+0.02316i,0.046633+0.10418i,0.093919+0.06486i,0.11394+0.0067132i,0.10089-0.053382i,0.058544-0.09798i,-0.00079313-0.11414i,-0.0599-0.097157i,-0.10162-0.051975i
-0.030782+0.097228i,0.024135+0.099088i,0.072046+0.072182i,0.099042+0.024323i,0.097286-0.030598i,0.067289-0.076636i,0.017758-0.10043i,-0.036928-0.095064i,0.044635-0.11152i,-0.019711-0.1185i,-0.078335-0.09107i,-0.11422-0.037205i,-0.11694+0.02746i,-0.085722+0.084153i,-0.029615+0.11642i,0.03509+0.11489i,-0.058511+0.11974i,0.012112+0.13272i,0.07922+0.10717i,0.12333+0.050511i,0.13164-0.020813i,0.10173-0.086095i,0.042293-0.12638i,-0.029423-0.12998i,0.071262-0.12076i,-0.0017414-0.14021i,-0.074239-0.11895i,-0.12519-0.063167i,-0.13979+0.010957i,-0.11382+0.0819i,-0.0548+0.12907i,0.020124+0.13877i,-0.080661+0.11508i,-0.0092404+0.14023i,0.064863+0.12467i,0.12014+0.07292i,0.14053,0.12014-0.07292i,0.064863-0.12467i,-0.0092404-0.14023i,0.084781-0.10329i,0.01888-0.13229i,-0.052502-0.12288i,-0.10864-0.077806i,-0.13324-0.010141i,-0.11917+0.060468i,-0.070494+0.11352i,-0.001358+0.13362i,-0.083314+0.087125i,-0.026015+0.11771i,0.038837+0.11412i,0.092414+0.077405i,0.11916+0.018219i,0.11132-0.046256i,0.071161-0.097304i,0.010344-0.1201i,0.076325-0.069149i,0.029367-0.098715i,-0.026116-0.099624i,-0.074018-0.071613i,-0.10043-0.022813i,-0.097692+0.03261i,-0.066591+0.078566i,-0.01616+0.10172i
0.083195-0.044335i,0.048115-0.081067i,-0.00093278-0.094266i,-0.049709-0.080099i,-0.084056-0.04268i,-0.094001+0.0071289i,-0.076658+0.054869i,-0.037061+0.08668i,-0.12396+0.015797i,-0.097769+0.077823i,-0.043198+0.11726i,0.023914+0.12265i,0.084083+0.09244i,0.11984+0.035394i,0.12081-0.031926i,0.086712-0.089979i,0.13527+0.041279i,0.13705-0.034899i,0.09905-0.10094i,0.032295-0.13769i,-0.043834-0.13446i,-0.10724-0.092198i,-0.13951-0.023172i,-0.13129+0.05258i,-0.11076-0.089046i,-0.14089-0.018649i,-0.13012+0.057162i,-0.08157+0.11638i,-0.0093446+0.14181i,0.065594+0.12608i,0.12149+0.073742i,0.14212,0.074719+0.11707i,0.12462+0.06131i,0.13834-0.012251i,0.11191-0.082255i,0.052983-0.12838i,-0.02132-0.13724i,-0.089435-0.10626i,-0.13159-0.044427i,-0.029079-0.1322i,-0.093451-0.09792i,-0.1307-0.035218i,-0.13+0.037708i,-0.091564+0.099687i,-0.026549+0.13273i,0.046174+0.12724i,0.10549+0.084811i,-0.02326+0.11823i,0.041461+0.11314i,0.094146+0.075201i,0.1195+0.015436i,0.11016-0.04881i,0.068848-0.098887i,0.007545-0.12026i,-0.055948-0.10672i,0.049439-0.075672i,0.0029986-0.090341i,-0.044312-0.078784i,-0.078759-0.044356i,-0.090342+0.002948i,-0.0757+0.049396i,-0.039082+0.081505i,0.0088817+0.089953i
0.11398+0.023104i,0.10942-0.039388i,0.0731-0.090446i,0.01556-0.11525i,-0.046498-0.10659i,-0.095057-0.066995i,-0.11602-0.0079483i,-0.10331+0.053406i,-0.02563-0.12188i,-0.085149-0.090887i,-0.11995-0.033514i,-0.11993+0.033589i,-0.085092+0.09094i,-0.025554+0.12189i,0.041401+0.11746i,0.096338+0.078928i,-0.10615+0.075123i,-0.051761+0.1193i,0.017652+0.12884i,0.08194+0.10098i,0.12244+0.043805i,0.1274-0.026085i,0.095372-0.088402i,0.035659-0.12506i,0.11333+0.068786i,0.13257,0.11333-0.068786i,0.061186-0.1176i,-0.0087166-0.13228i,-0.076089-0.10856i,-0.12137-0.053321i,-0.13142+0.017395i,0.017882-0.1308i,-0.052583-0.12109i,-0.10778-0.076234i,-0.13169-0.009243i,-0.11738+0.060431i,-0.068982+0.11256i,-0.0005638+0.13202i,0.068018+0.11315i,-0.12363+0.034703i,-0.087682+0.093816i,-0.026277+0.12569i,0.042757+0.12108i,0.099378+0.081324i,0.12715+0.017955i,0.11801-0.050626i,0.074613-0.10451i,0.076886+0.094582i,0.1148+0.04096i,0.11939-0.024553i,0.089322-0.082938i,0.033323-0.11725i,-0.03235-0.11752i,-0.088632-0.083676i,-0.11918-0.025542i,0.052102-0.099948i,-0.0073213-0.11248i,-0.064619-0.092351i,-0.10316-0.045417i,-0.11175+0.014701i,-0.087902+0.070551i,-0.038536+0.10592i,0.022017+0.11054i
0.10553-0.061046i,0.058535-0.10694i,-0.0054496-0.12179i,-0.067852-0.10129i,-0.11056-0.051377i,-0.12117+0.013446i,-0.096605+0.074365i,-0.043997+0.1137i,0.043642-0.11864i,-0.02425-0.12406i,-0.085102-0.093471i,-0.12125-0.035747i,-0.1222+0.032354i,-0.087674+0.091063i,-0.027698+0.12334i,0.040319+0.11981i,-0.034254-0.11993i,-0.09151-0.084748i,-0.1222-0.024965i,-0.11742+0.042066i,-0.078547+0.096884i,-0.016876+0.12358i,0.049695+0.1144i,0.10184+0.072007i,-0.099893-0.080307i,-0.12706-0.016818i,-0.11735+0.051552i,-0.073565+0.10496i,-0.0084275+0.12789i,0.059156+0.1137i,0.10957+0.066504i,0.12817,-0.12813-0.0030628i,-0.11112+0.063866i,-0.061856+0.11226i,0.0053688+0.12806i,0.071035+0.10668i,0.11608+0.054341i,0.12743-0.013777i,0.10178-0.077896i,-0.10314+0.069691i,-0.052004+0.11309i,0.014223+0.12366i,0.076322+0.09833i,0.11626+0.044456i,0.12246-0.022323i,0.093099-0.082622i,0.036715-0.11894i,-0.042475+0.11797i,0.024902+0.12289i,0.08505+0.092129i,0.12051+0.034626i,0.12098-0.032928i,0.086338-0.090924i,0.026628-0.12252i,-0.040812-0.11856i,0.040572+0.11351i,0.093582+0.075986i,0.11943+0.0164i,0.1106-0.047948i,0.069669-0.098376i,0.0085118-0.12025i,-0.055116-0.10721i,-0.10274-0.06305i
-0.032173-0.1181i,-0.088782-0.084264i,-0.11962-0.025967i,-0.11573+0.039868i,-0.078244+0.09413i,-0.018046+0.12107i,0.047392+0.11286i,0.099071+0.071886i,0.040834+0.11822i,0.096246+0.079869i,0.12372+0.018336i,0.11527-0.048519i,0.073367-0.10129i,0.010162-0.12466i,-0.055993-0.11183i,-0.10589-0.066549i,-0.050079-0.1166i,-0.10331-0.073693i,-0.12655-0.0093908i,-0.11306+0.057638i,-0.066741+0.10793i,-0.0010493+0.1269i,0.064947+0.10902i,0.11209+0.0595i,0.058923+0.11326i,0.10914+0.066243i,0.12767,0.10914-0.066243i,0.058923-0.11326i,-0.0083943-0.12739i,-0.073275-0.10454i,-0.11688-0.051349i,-0.067065-0.10856i,-0.11366-0.058003i,-0.12726+0.0093904i,-0.10391+0.074058i,-0.050404+0.11723i,0.017737+0.12636i,0.08073+0.098819i,0.12029+0.042587i,0.073892+0.10219i,0.11619+0.049018i,0.12476-0.018385i,0.097111-0.080451i,0.041272-0.11916i,-0.026549-0.12328i,-0.086662-0.091612i,-0.12162-0.033348i,-0.079344-0.094841i,-0.11704-0.039906i,-0.12076+0.026615i,-0.089419+0.085409i,-0.032124+0.11941i,0.034497+0.11874i,0.091103+0.08361i,0.12126+0.024203i,0.083325+0.08691i,0.11633+0.03106i,0.11556-0.033807i,0.081243-0.088859i,0.023344-0.11812i,-0.041332-0.11308i,-0.094009-0.075225i,-0.1194-0.015527i
0.10165-0.069449i,0.050863-0.11211i,-0.014692-0.12223i,-0.075982-0.096866i,-0.11521-0.043381i,-0.121+0.022697i,-0.091661+0.082187i,-0.035712+0.11782i,-0.11833+0.038306i,-0.081277+0.094144i,-0.020631+0.12265i,0.046004+0.11555i,0.099284+0.074911i,0.12374+0.012522i,0.11228-0.053502i,0.068221-0.10399i,0.12523-0.0033653i,0.10531-0.067857i,0.054815-0.11265i,-0.011592-0.12474i,-0.074634-0.10062i,-0.11601-0.047289i,-0.12371+0.019769i,-0.095495+0.081089i,-0.12161-0.032264i,-0.1207+0.035521i,-0.084751+0.092993i,-0.024198+0.12347i,0.04338+0.1181i,0.098365+0.078453i,0.12479+0.016027i,0.115-0.051052i,0.10771+0.065375i,0.12599,0.10771-0.065375i,0.058152-0.11177i,-0.0082844-0.12572i,-0.072316-0.10318i,-0.11535-0.050677i,-0.12491+0.016533i,-0.084737-0.092987i,-0.12069-0.035522i,-0.1216+0.032254i,-0.087214+0.090668i,-0.02751+0.12276i,0.04018+0.11922i,0.096206+0.081064i,0.1243+0.019379i,0.054781+0.11264i,0.10527+0.067863i,0.12521+0.0033889i,0.10879-0.062069i,0.060794-0.10951i,-0.004851-0.12516i,-0.069088-0.10447i,-0.11327-0.053462i,-0.020572-0.12262i,-0.081212-0.094151i,-0.11828-0.038347i,-0.12101+0.02859i,-0.088608+0.087227i,-0.030487+0.12054i,0.036484+0.11886i,0.092864+0.082681i
-0.030683+0.096919i,0.024059+0.098772i,0.071817+0.071952i,0.098727+0.024244i,0.096976-0.030501i,0.067074-0.076393i,0.0177-0.10011i,-0.036812-0.094761i,0.017038-0.11511i,-0.045163-0.10724i,-0.094254-0.068244i,-0.11598-0.0094326i,-0.10404+0.052117i,-0.061899+0.098537i,-0.0017861+0.11635i,0.058845+0.10039i,0.0058036+0.1285i,0.071634+0.10683i,0.11667+0.054158i,0.12784-0.01424i,0.10189-0.078503i,0.046369-0.11998i,-0.022614-0.12662i,-0.085033-0.09651i,-0.034776-0.13213i,-0.098285-0.094904i,-0.13326-0.030131i,-0.12955+0.043389i,-0.088236+0.10431i,-0.021303+0.13496i,0.051813+0.12642i,0.10989+0.081186i,0.064185+0.12337i,0.11888+0.072158i,0.13907,0.11888-0.072158i,0.064185-0.12337i,-0.0091439-0.13877i,-0.079819-0.11388i,-0.12732-0.055935i,-0.087379-0.10331i,-0.1283-0.042973i,-0.13197+0.029836i,-0.097337+0.093982i,-0.034444+0.13085i,0.038448+0.12973i,0.10018+0.090947i,0.13283+0.025766i,0.099317+0.076965i,0.12484+0.014261i,0.11412-0.052584i,0.070268-0.10416i,0.0060216-0.1255i,-0.059973-0.11041i,-0.10856-0.063267i,-0.12563+0.0022436i,-0.099083-0.051582i,-0.11147+0.0073163i,-0.091491+0.064091i,-0.044956+0.10226i,0.01463+0.11074i,0.069968+0.087078i,0.10499+0.038135i,0.10954-0.021879i
-0.10091+0.012913i,-0.079559+0.063395i,-0.035117+0.095475i,0.019519+0.099838i,0.068489+0.075218i,0.097577+0.028763i,0.098338-0.026042i,0.070552-0.073287i,0.12086+0.011516i,0.10929-0.052867i,0.065999-0.1019i,0.0035443-0.12136i,-0.059939-0.10558i,-0.10602-0.059155i,-0.12133+0.0044428i,-0.10141+0.066751i,-0.1267-0.041979i,-0.13009+0.029856i,-0.095718+0.093023i,-0.033557+0.12919i,0.038345+0.12785i,0.099116+0.089394i,0.13111+0.02499i,0.12505-0.046668i,0.12104+0.073466i,0.14159,0.12104-0.073466i,0.065349-0.12561i,-0.0093097-0.14128i,-0.081266-0.11594i,-0.12963-0.056949i,-0.14036+0.018579i,-0.099329-0.10085i,-0.13724-0.034671i,-0.13531+0.041571i,-0.094098+0.10574i,-0.025572+0.13922i,0.050378+0.13228i,0.1117+0.086942i,0.1406+0.016363i,0.069102+0.11321i,0.11781+0.06092i,0.13232-0.0090516i,0.10842-0.076396i,0.053042-0.12156i,-0.017732-0.13144i,-0.083359-0.10316i,-0.12479-0.044934i,-0.038075-0.11375i,-0.091569-0.07748i,-0.11848-0.018722i,-0.111+0.045472i,-0.071292+0.096465i,-0.010891+0.11945i,0.052672+0.10777i,0.10094+0.064795i,0.0092228+0.099743i,0.059638+0.08048i,0.09274+0.037854i,0.09892-0.015761i,0.076384-0.064801i,0.031674-0.095029i,-0.022231-0.09767i,-0.069683-0.071958i
-0.097231-0.07445i,-0.12175-0.013193i,-0.11092+0.051894i,-0.067896+0.10192i,-0.0051595+0.12235i,0.059075+0.10727i,0.10616+0.061048i,0.12243-0.0028965i,-0.10223+0.071721i,-0.050173+0.11435i,0.016444+0.12379i,0.078287+0.097288i,0.1174+0.042546i,0.12244-0.024547i,0.09193-0.084515i,0.034734-0.11995i,0.038096+0.1206i,0.095141+0.083325i,0.12457+0.021864i,0.11783-0.045943i,0.076889-0.10041i,0.013627-0.12573i,-0.053591-0.11455i,-0.10525-0.07012i,0.12721,0.10874-0.066003i,0.058711-0.11285i,-0.008364-0.12693i,-0.07301-0.10417i,-0.11646-0.051164i,-0.12611+0.016692i,-0.099141+0.079702i,0.038278-0.12116i,-0.030145-0.12343i,-0.089816-0.089877i,-0.12341-0.030228i,-0.12119+0.038196i,-0.083777+0.095532i,-0.022048+0.12513i,0.046081+0.11841i,-0.10318-0.072405i,-0.12577-0.0083595i,-0.11185+0.058113i,-0.065465+0.10772i,-7.1772e-005+0.12605i,0.065342+0.10779i,0.11179+0.05824i,0.12578-0.0082163i,-0.098625+0.075481i,-0.045145+0.1157i,0.021441+0.12233i,0.081803+0.093449i,0.11842+0.03744i,0.12066-0.029438i,0.087868-0.08777i,0.029573-0.12062i,0.04145+0.11427i,0.094725+0.076177i,0.1205+0.015969i,0.1113-0.048874i,0.069783-0.099529i,0.0080114-0.12129i,-0.056086-0.10784i,-0.1039-0.063088i
-0.0085465+0.11685i,0.053325+0.10433i,0.099717+0.061514i,0.11716+0.00084476i,0.10059-0.06007i,0.054824-0.10355i,-0.0068606-0.11696i,-0.066554-0.096426i,0.0021544+0.13646i,0.072646+0.11553i,0.12205+0.06107i,0.13602-0.011122i,0.11051-0.080086i,0.052913-0.1258i,-0.020042-0.135i,-0.087178-0.105i,0.025601+0.13403i,0.09143+0.10129i,0.13072+0.039149i,0.13206-0.034359i,0.095062-0.097892i,0.03047-0.13301i,-0.042967-0.12951i,-0.10393-0.088419i,0.039702+0.11042i,0.091233+0.073792i,0.11628+0.015743i,0.10757-0.046876i,0.067634-0.095888i,0.0080634-0.11706i,-0.053848-0.10426i,-0.10013-0.061183i,0.036436+0.10031i,0.083197+0.066847i,0.10581+0.013976i,0.097701-0.042953i,0.061232-0.087412i,0.0069888-0.1065i,-0.049284-0.094665i,-0.091249-0.055352i,0.041022+0.11587i,0.095188+0.077765i,0.12172+0.017087i,0.11292-0.048552i,0.071338-0.1001i,0.0090463-0.12258i,-0.055871-0.10948i,-0.10457-0.064602i,0.063292+0.12165i,0.11723+0.071154i,0.13713,0.11723-0.071154i,0.063292-0.12165i,-0.0090166-0.13683i,-0.078708-0.11229i,-0.12555-0.055156i,0.074109+0.097278i,0.11383+0.044705i,0.1205-0.020846i,0.092194-0.080345i,0.037124-0.11652i,-0.028724-0.11887i,-0.086233-0.086712i,-0.11871-0.029382i
-0.04318-0.061858i,-0.069009-0.030474i,-0.074805+0.0097561i,-0.058885+0.047154i,-0.025871+0.070864i,0.014653+0.074002i,0.050924+0.055657i,0.072411+0.021155i,0.10947+0.0028895i,0.095076-0.054329i,0.053086-0.095776i,-0.0043143-0.10942i,-0.060463-0.091298i,-0.099059-0.046674i,-0.1089+0.011499i,-0.087125+0.066335i,-0.089643+0.10411i,-0.022609+0.13552i,0.050988+0.12758i,0.10978+0.082603i,0.13671+0.01365i,0.12395-0.059266i,0.075206-0.11498i,0.0046313-0.13731i,-0.024378-0.15181i,-0.09961-0.11713i,-0.14593-0.048441i,-0.14988+0.034307i,-0.11032+0.1071i,-0.038741+0.1488i,0.044088+0.1473i,0.11412+0.10304i,0.1329+0.080667i,0.15547,0.1329-0.080667i,0.071754-0.13792i,-0.010222-0.15513i,-0.089231-0.12731i,-0.14234-0.062531i,-0.15412+0.0204i,-0.13474+0.045315i,-0.091674+0.10865i,-0.02199+0.14045i,0.054077+0.13147i,0.11445+0.084331i,0.14159+0.012708i,0.12763-0.062605i,0.076624-0.11974i,0.041118-0.10884i,-0.021326-0.11438i,-0.077579-0.086712i,-0.11131-0.033873i,-0.11273+0.0288i,-0.081424+0.083113i,-0.02648+0.1133i,0.03615+0.11059i,0.044588+0.069974i,0.074424+0.036682i,0.082654-0.0072592i,0.066891-0.049093i,0.031709-0.076675i,-0.012678-0.081998i,-0.053385-0.063518i,-0.078594-0.026599i
